cik,name,entityType,sic,sicDescription,ownerOrg,insiderTransactionForOwnerExists,insiderTransactionForIssuerExists,tickers,exchanges,ein,description,website,investorWebsite,category,fiscalYearEnd,stateOfIncorporation,stateOfIncorporationDescription,phone,flags,mailing_street1,mailing_street2,mailing_city,mailing_stateOrCountry,mailing_zipCode,mailing_stateOrCountryDescription,business_street1,business_street2,business_city,business_stateOrCountry,business_zipCode,business_stateOrCountryDescription
0001582982,"CareCloud, Inc.",operating,7372,Services-Prepackaged Software,06 Technology,0,1,"CCLD,CCLDO,CCLDP","Nasdaq,Nasdaq,Nasdaq",223832302,,,,Non-accelerated filer<br>Smaller reporting company,1231,DE,DE,7328735133,,7 CLYDE ROAD,SOMERSET,SOMERSET,NJ,08873,NJ,7 CLYDE ROAD,SOMERSET,SOMERSET,NJ,08873,NJ
0001582982,"CareCloud, Inc.",operating,7372,Services-Prepackaged Software,06 Technology,0,1,"CCLD,CCLDO,CCLDP","Nasdaq,Nasdaq,Nasdaq",223832302,,,,Non-accelerated filer<br>Smaller reporting company,1231,DE,DE,7328735133,,7 CLYDE ROAD,SOMERSET,SOMERSET,NJ,08873,NJ,7 CLYDE ROAD,SOMERSET,SOMERSET,NJ,08873,NJ
0001527352,"Nexalin Technology, Inc.",operating,3845,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,0,1,"NXL,NXLIW","Nasdaq,Nasdaq",275566468,,,,<br>Emerging growth company,1231,DE,DE,(832) 260-0222,,1776 YORKTOWN,SUITE 550,HOUSTON,TX,77056,TX,1776 YORKTOWN,SUITE 550,HOUSTON,TX,77056,TX
0001546066,PEMBINA PIPELINE CORP,other,1382,Oil & Gas Field Exploration Services,01 Energy & Transportation,0,0,"PBA,PBNAF,PMBPF,PMMBF,PPLAF,PPLOF","NYSE,OTC,OTC,OTC,OTC,OTC",000000000,,,,,1231,A0,"Alberta, Canada",403-231-7500,,"(ROOM #39-095) 4000, 585 8TH AVENUE S.W.",,CALGARY,A0,T2P 1G1,"Alberta, Canada","(ROOM #39-095) 4000, 585 8TH AVENUE S.W.",,CALGARY,A0,T2P 1G1,"Alberta, Canada"
0001546066,PEMBINA PIPELINE CORP,other,1382,Oil & Gas Field Exploration Services,01 Energy & Transportation,0,0,"PBA,PBNAF,PMBPF,PMMBF,PPLAF,PPLOF","NYSE,OTC,OTC,OTC,OTC,OTC",000000000,,,,,1231,A0,"Alberta, Canada",403-231-7500,,"(ROOM #39-095) 4000, 585 8TH AVENUE S.W.",,CALGARY,A0,T2P 1G1,"Alberta, Canada","(ROOM #39-095) 4000, 585 8TH AVENUE S.W.",,CALGARY,A0,T2P 1G1,"Alberta, Canada"
0001546066,PEMBINA PIPELINE CORP,other,1382,Oil & Gas Field Exploration Services,01 Energy & Transportation,0,0,"PBA,PBNAF,PMBPF,PMMBF,PPLAF,PPLOF","NYSE,OTC,OTC,OTC,OTC,OTC",000000000,,,,,1231,A0,"Alberta, Canada",403-231-7500,,"(ROOM #39-095) 4000, 585 8TH AVENUE S.W.",,CALGARY,A0,T2P 1G1,"Alberta, Canada","(ROOM #39-095) 4000, 585 8TH AVENUE S.W.",,CALGARY,A0,T2P 1G1,"Alberta, Canada"
0001546066,PEMBINA PIPELINE CORP,other,1382,Oil & Gas Field Exploration Services,01 Energy & Transportation,0,0,"PBA,PBNAF,PMBPF,PMMBF,PPLAF,PPLOF","NYSE,OTC,OTC,OTC,OTC,OTC",000000000,,,,,1231,A0,"Alberta, Canada",403-231-7500,,"(ROOM #39-095) 4000, 585 8TH AVENUE S.W.",,CALGARY,A0,T2P 1G1,"Alberta, Canada","(ROOM #39-095) 4000, 585 8TH AVENUE S.W.",,CALGARY,A0,T2P 1G1,"Alberta, Canada"
0001546066,PEMBINA PIPELINE CORP,other,1382,Oil & Gas Field Exploration Services,01 Energy & Transportation,0,0,"PBA,PBNAF,PMBPF,PMMBF,PPLAF,PPLOF","NYSE,OTC,OTC,OTC,OTC,OTC",000000000,,,,,1231,A0,"Alberta, Canada",403-231-7500,,"(ROOM #39-095) 4000, 585 8TH AVENUE S.W.",,CALGARY,A0,T2P 1G1,"Alberta, Canada","(ROOM #39-095) 4000, 585 8TH AVENUE S.W.",,CALGARY,A0,T2P 1G1,"Alberta, Canada"
0001514281,"AG Mortgage Investment Trust, Inc.",operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,0,1,"MITT,MITT-PA,MITT-PB,MITN,MITP,MITT-PC","NYSE,NYSE,NYSE,NYSE,NYSE,NYSE",000000000,,,,Accelerated filer<br>Smaller reporting company,1231,MD,MD,212-692-2000,,245 PARK AVENUE,26TH FLOOR,NEW YORK,NY,10167,NY,245 PARK AVENUE,26TH FLOOR,NEW YORK,NY,10167,NY
0001514281,"AG Mortgage Investment Trust, Inc.",operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,0,1,"MITT,MITT-PA,MITT-PB,MITN,MITP,MITT-PC","NYSE,NYSE,NYSE,NYSE,NYSE,NYSE",000000000,,,,Accelerated filer<br>Smaller reporting company,1231,MD,MD,212-692-2000,,245 PARK AVENUE,26TH FLOOR,NEW YORK,NY,10167,NY,245 PARK AVENUE,26TH FLOOR,NEW YORK,NY,10167,NY
0001514281,"AG Mortgage Investment Trust, Inc.",operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,0,1,"MITT,MITT-PA,MITT-PB,MITN,MITP,MITT-PC","NYSE,NYSE,NYSE,NYSE,NYSE,NYSE",000000000,,,,Accelerated filer<br>Smaller reporting company,1231,MD,MD,212-692-2000,,245 PARK AVENUE,26TH FLOOR,NEW YORK,NY,10167,NY,245 PARK AVENUE,26TH FLOOR,NEW YORK,NY,10167,NY
0001506492,"Nuwellis, Inc.",operating,3845,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,0,1,"NUWE,NUWEW","Nasdaq,OTC",680533453,,,,Non-accelerated filer<br>Smaller reporting company,1231,DE,DE,952-345-4200,,12988 VALLEY VIEW ROAD,,EDEN PRAIRIE,MN,55344,MN,12988 VALLEY VIEW ROAD,,EDEN PRAIRIE,MN,55344,MN
0001496099,New Mountain Finance Corp,operating,,,,1,1,"NMFC,NMFCZ","Nasdaq,Nasdaq",272978010,,,,Large accelerated filer,1231,DE,DE,2127300200,,1633 BROADWAY,48TH FLOOR,NEW YORK,NY,10019,NY,1633 BROADWAY,48TH FLOOR,NEW YORK,NY,10019,NY
0001555812,Siam Makro Public Co Limited/ADR,other,8880,American Depositary Receipts,,0,0,"SMKUY,SMKUF","OTC,OTC",000000000,,,,,,NY,NY,2122383267,,120 BROADWAY,32ND FLOOR,NEW YORK,NY,10271,NY,120 BROADWAY,32ND FLOOR,NEW YORK,NY,10271,NY
0001560293,"Tenon Medical, Inc.",operating,3841,Surgical & Medical Instruments & Apparatus,08 Industrial Applications and Services,0,1,"TNON,TNONW","Nasdaq,Nasdaq",455574718,,,,<br>Emerging growth company,1231,DE,DE,(408) 649-5760,,104 COOPER CT.,,LOS GATOS,CA,95032,CA,104 COOPER CT.,,LOS GATOS,CA,95032,CA
0001552198,"WhiteHorse Finance, Inc.",operating,,,,0,1,"WHF,WHFCL","Nasdaq,Nasdaq",454247759,,,,Non-accelerated filer,1231,DE,DE,(305) 379-2322,,"1450 Brickell Avenue, 31st Floor",,Miami,FL,33131,FL,"1450 Brickell Avenue, 31st Floor",,Miami,FL,33131,FL
0001588272,"NexPoint Capital, Inc.",operating,,,,0,1,NXPT,OTC,383926499,,,,Non-accelerated filer,1231,DE,DE,214-276-6300,,300 CRESCENT COURT,SUITE 700,DALLAS,TX,75201,TX,300 CRESCENT COURT,SUITE 700,DALLAS,TX,75201,TX
0001619312,"Lightstone Value Plus REIT IV, Inc.",operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,0,1,LTSV,OTC,471796830,,,,Non-accelerated filer<br>Smaller reporting company,1231,MD,MD,732-367-0129,,1985 CEDAR BRIDGE AVENUE,SUITE 1,LAKEWOOD,NJ,08701,NJ,1985 CEDAR BRIDGE AVENUE,SUITE 1,LAKEWOOD,NJ,08701,NJ
0001635077,"Aclarion, Inc.",operating,8071,Services-Medical Laboratories,08 Industrial Applications and Services,0,1,"ACON,ACONW","Nasdaq,Nasdaq",473324725,,,,<br>Emerging growth company,1231,DE,DE,833 275 2266,,8181 ARISTA PLACE,STE 100,BROOMFIELD,CO,80021,CO,8181 ARISTA PLACE,STE 100,BROOMFIELD,CO,80021,CO
0001625414,Baozun Inc.,other,5961,Retail-Catalog & Mail-Order Houses,07 Trade & Services,0,0,"BZUN,BAZNF","Nasdaq,OTC",000000000,,,,Accelerated filer,1231,E9,Cayman Islands,(86-21) 60809991,,"NO. 1-9, LANE 510, WEST JIANGCHANG ROAD",JING'AN DISTRICT,SHANGHAI,F4,200436,China,"NO. 1-9, LANE 510, WEST JIANGCHANG ROAD",JING'AN DISTRICT,SHANGHAI,F4,200436,China
0001633336,"Crescent Capital BDC, Inc.",operating,,,,0,1,"CCAP,FCRX","Nasdaq,NYSE",473162282,,,,Non-accelerated filer<br>Emerging growth company,1231,MD,MD,310-235-5971,,11100 SANTA MONICA BLVD.,SUITE 2000,LOS ANGELES,CA,90025,CA,11100 SANTA MONICA BLVD.,SUITE 2000,LOS ANGELES,CA,90025,CA
0001661053,enVVeno Medical Corp,operating,3841,Surgical & Medical Instruments & Apparatus,08 Industrial Applications and Services,0,1,"NVNO,NVNBW","Nasdaq,OTC",330936180,,,,Non-accelerated filer<br>Smaller reporting company,1231,DE,DE,949-261-2900,,70 DOPPLER,,IRVINE,CA,92618,CA,70 DOPPLER,,IRVINE,CA,92618,CA
0001648087,AMERICAN REBEL HOLDINGS INC,operating,3490,Miscellaneous Fabricated Metal Products,04 Manufacturing,0,1,"AREB,AREBW","Nasdaq,Nasdaq",473892903,,,,Non-accelerated filer<br>Smaller reporting company,1231,NV,NV,833-267-3235,,5115 MARYLAND WAY,STE. 303,BRENTWOOD,TN,37027,TN,5115 MARYLAND WAY,STE. 303,BRENTWOOD,TN,37027,TN
0001709682,"Custom Truck One Source, Inc.",operating,7359,"Services-Equipment Rental & Leasing, NEC",07 Trade & Services,0,1,"CTOS,CTOSW","NYSE,OTC",000000000,,,,Accelerated filer,1231,DE,DE,(816) 241-4888,,7701 INDEPENDENCE AVENUE,,KANSAS CITY,MO,64125,MO,7701 INDEPENDENCE AVENUE,,KANSAS CITY,MO,64125,MO
0001744676,Tencent Music Entertainment Group,other,4832,Radio Broadcasting Stations,06 Technology,0,0,"TME,TCMEF","NYSE,OTC",000000000,,,,Large accelerated filer,1231,E9,Cayman Islands,86 755 86013388,,"UNIT 3, BUILDING D, KEXING SCIENCE PARK","KEJIZHONGSAN AVENUE, HI-TECH PARK","NANSHAN DISTRICT, SHENZHEN",F4,518057,China,"UNIT 3, BUILDING D, KEXING SCIENCE PARK","KEJIZHONGSAN AVENUE, HI-TECH PARK","NANSHAN DISTRICT, SHENZHEN",F4,518057,China
0001675033,Great Elm Capital Corp.,operating,,,,0,1,"GECC,GECCH,GECCI,GECCM,GECCO,GECCZ","Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq",812621577,,,,Non-accelerated filer,1231,MD,MD,617-375-3006,,3801 PGA BOULEVARD,SUITE 603,PALM BEACH GARDENS,FL,33410,FL,3801 PGA BOULEVARD,SUITE 603,PALM BEACH GARDENS,FL,33410,FL
0001675033,Great Elm Capital Corp.,operating,,,,0,1,"GECC,GECCH,GECCI,GECCM,GECCO,GECCZ","Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq",812621577,,,,Non-accelerated filer,1231,MD,MD,617-375-3006,,3801 PGA BOULEVARD,SUITE 603,PALM BEACH GARDENS,FL,33410,FL,3801 PGA BOULEVARD,SUITE 603,PALM BEACH GARDENS,FL,33410,FL
0001675033,Great Elm Capital Corp.,operating,,,,0,1,"GECC,GECCH,GECCI,GECCM,GECCO,GECCZ","Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq",812621577,,,,Non-accelerated filer,1231,MD,MD,617-375-3006,,3801 PGA BOULEVARD,SUITE 603,PALM BEACH GARDENS,FL,33410,FL,3801 PGA BOULEVARD,SUITE 603,PALM BEACH GARDENS,FL,33410,FL
0001675033,Great Elm Capital Corp.,operating,,,,0,1,"GECC,GECCH,GECCI,GECCM,GECCO,GECCZ","Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq",812621577,,,,Non-accelerated filer,1231,MD,MD,617-375-3006,,3801 PGA BOULEVARD,SUITE 603,PALM BEACH GARDENS,FL,33410,FL,3801 PGA BOULEVARD,SUITE 603,PALM BEACH GARDENS,FL,33410,FL
0001693577,"MainStreet Bancshares, Inc.",operating,6022,State Commercial Banks,02 Finance,0,1,"MNSB,MNSBP","Nasdaq,Nasdaq",812871064,,,,<br>Emerging growth company,1231,VA,VA,(703) 481-4567,,10089 FAIRFAX BOULEVARD,,FAIRFAX,VA,22030,VA,10089 FAIRFAX BOULEVARD,,FAIRFAX,VA,22030,VA
0001372920,New Oriental Education & Technology Group Inc.,other,8200,Services-Educational Services,07 Trade & Services,0,0,"EDU,NWOEF","NYSE,OTC",000000000,,,,Large accelerated filer,0531,E9,Cayman Islands,(86-10) 6260-5566,,"NO. 6 HAI DIAN ZHONG STREET, 9TH FLOOR",,BEIJING,F4,100080,China,"NO. 6 HAI DIAN ZHONG STREET, 9TH FLOOR",,BEIJING,F4,100080,China
0001392694,"SurgePays, Inc.",operating,4813,Telephone Communications (No Radiotelephone),06 Technology,0,1,"SURG,SURGW","Nasdaq,Nasdaq",980550352,,,,Non-accelerated filer<br>Smaller reporting company,1231,NV,NV,901-302-9587,,3124 BROTHER BLVD,SUITE 104,BARTLETT,TN,38133,TN,3124 BROTHER BLVD,SUITE 104,BARTLETT,TN,38133,TN
0001393311,Public Storage,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,1,1,"PSA,PSA-PH,PSA-PK,PSA-PF,PSA-PG,PSA-PI,PSA-PJ,PSA-PL,PSA-PM,PSA-PN,PSA-PO,PSA-PP,PSA-PQ,PSA-PR,PSA-PS","NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE",953551121,,,,Large accelerated filer,1231,MD,MD,818-244-8080,,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA
0001393311,Public Storage,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,1,1,"PSA,PSA-PH,PSA-PK,PSA-PF,PSA-PG,PSA-PI,PSA-PJ,PSA-PL,PSA-PM,PSA-PN,PSA-PO,PSA-PP,PSA-PQ,PSA-PR,PSA-PS","NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE",953551121,,,,Large accelerated filer,1231,MD,MD,818-244-8080,,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA
0001393311,Public Storage,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,1,1,"PSA,PSA-PH,PSA-PK,PSA-PF,PSA-PG,PSA-PI,PSA-PJ,PSA-PL,PSA-PM,PSA-PN,PSA-PO,PSA-PP,PSA-PQ,PSA-PR,PSA-PS","NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE",953551121,,,,Large accelerated filer,1231,MD,MD,818-244-8080,,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA
0001393311,Public Storage,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,1,1,"PSA,PSA-PH,PSA-PK,PSA-PF,PSA-PG,PSA-PI,PSA-PJ,PSA-PL,PSA-PM,PSA-PN,PSA-PO,PSA-PP,PSA-PQ,PSA-PR,PSA-PS","NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE",953551121,,,,Large accelerated filer,1231,MD,MD,818-244-8080,,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA
0001393311,Public Storage,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,1,1,"PSA,PSA-PH,PSA-PK,PSA-PF,PSA-PG,PSA-PI,PSA-PJ,PSA-PL,PSA-PM,PSA-PN,PSA-PO,PSA-PP,PSA-PQ,PSA-PR,PSA-PS","NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE",953551121,,,,Large accelerated filer,1231,MD,MD,818-244-8080,,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA
0001393311,Public Storage,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,1,1,"PSA,PSA-PH,PSA-PK,PSA-PF,PSA-PG,PSA-PI,PSA-PJ,PSA-PL,PSA-PM,PSA-PN,PSA-PO,PSA-PP,PSA-PQ,PSA-PR,PSA-PS","NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE",953551121,,,,Large accelerated filer,1231,MD,MD,818-244-8080,,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA
0001393311,Public Storage,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,1,1,"PSA,PSA-PH,PSA-PK,PSA-PF,PSA-PG,PSA-PI,PSA-PJ,PSA-PL,PSA-PM,PSA-PN,PSA-PO,PSA-PP,PSA-PQ,PSA-PR,PSA-PS","NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE",953551121,,,,Large accelerated filer,1231,MD,MD,818-244-8080,,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA
0001393311,Public Storage,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,1,1,"PSA,PSA-PH,PSA-PK,PSA-PF,PSA-PG,PSA-PI,PSA-PJ,PSA-PL,PSA-PM,PSA-PN,PSA-PO,PSA-PP,PSA-PQ,PSA-PR,PSA-PS","NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE",953551121,,,,Large accelerated filer,1231,MD,MD,818-244-8080,,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA
0001393311,Public Storage,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,1,1,"PSA,PSA-PH,PSA-PK,PSA-PF,PSA-PG,PSA-PI,PSA-PJ,PSA-PL,PSA-PM,PSA-PN,PSA-PO,PSA-PP,PSA-PQ,PSA-PR,PSA-PS","NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE",953551121,,,,Large accelerated filer,1231,MD,MD,818-244-8080,,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA
0001393311,Public Storage,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,1,1,"PSA,PSA-PH,PSA-PK,PSA-PF,PSA-PG,PSA-PI,PSA-PJ,PSA-PL,PSA-PM,PSA-PN,PSA-PO,PSA-PP,PSA-PQ,PSA-PR,PSA-PS","NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE,NYSE",953551121,,,,Large accelerated filer,1231,MD,MD,818-244-8080,,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA,701 WESTERN AVENUE,,GLENDALE,CA,91201-2349,CA
0001332174,iShares S&P GSCI Commodity-Indexed Trust,operating,6221,Commodity Contracts Brokers & Dealers,09 Crypto Assets,0,0,"GSG,ISMCF","NYSE,OTC",000000000,,,,Large accelerated filer,1231,DE,DE,415-670-2000,,400 HOWARD STREET,,SAN FRANCISCO,CA,94105,CA,400 HOWARD STREET,,SAN FRANCISCO,CA,94105,CA
0001335105,"LIXTE BIOTECHNOLOGY HOLDINGS, INC.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,"LIXT,LIXTW","Nasdaq,Nasdaq",202903526,,,,Non-accelerated filer<br>Smaller reporting company,1231,DE,DE,310 203 2902,,248 ROUTE 25A,NO. 2,EAST SETAUKET,NY,11733,NY,248 ROUTE 25A,NO. 2,EAST SETAUKET,NY,11733,NY
0001356115,NEXPOINT DIVERSIFIED REAL ESTATE TRUST,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,1,1,"NXDT,NXDT-PA","NYSE,NYSE",800139099,,,,Accelerated filer<br>Smaller reporting company,1231,DE,DE,214-276-6300,,300 CRESCENT COURT,SUITE 700,DALLAS,TX,75201,TX,300 CRESCENT COURT,SUITE 700,DALLAS,TX,75201,TX
0001357878,"REGENEREX PHARMA, INC.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,RGPX,OTC,980479983,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,0331,NV,NV,305-927-5191,,"5348 VEGAS DRIVE, SUITE 177",,LAS VEGAS,NV,89108,NV,"5348 VEGAS DRIVE, SUITE 177",,LAS VEGAS,NV,89108,NV
0001273685,NEW YORK MORTGAGE TRUST INC,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,0,1,"NYMT,NYMTN,NYMTI,NYMTL,NYMTM,NYMTZ","Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq",470934168,,,,Large accelerated filer,1231,MD,MD,(212) 792-0107,,90 PARK AVENUE. 23RD FLOOR,,NEW YORK,NY,10016,NY,90 PARK AVENUE. 23RD FLOOR,,NEW YORK,NY,10016,NY
0001273685,NEW YORK MORTGAGE TRUST INC,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,0,1,"NYMT,NYMTN,NYMTI,NYMTL,NYMTM,NYMTZ","Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq",470934168,,,,Large accelerated filer,1231,MD,MD,(212) 792-0107,,90 PARK AVENUE. 23RD FLOOR,,NEW YORK,NY,10016,NY,90 PARK AVENUE. 23RD FLOOR,,NEW YORK,NY,10016,NY
0001273685,NEW YORK MORTGAGE TRUST INC,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,0,1,"NYMT,NYMTN,NYMTI,NYMTL,NYMTM,NYMTZ","Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq",470934168,,,,Large accelerated filer,1231,MD,MD,(212) 792-0107,,90 PARK AVENUE. 23RD FLOOR,,NEW YORK,NY,10016,NY,90 PARK AVENUE. 23RD FLOOR,,NEW YORK,NY,10016,NY
0001273685,NEW YORK MORTGAGE TRUST INC,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,0,1,"NYMT,NYMTN,NYMTI,NYMTL,NYMTM,NYMTZ","Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq,Nasdaq",470934168,,,,Large accelerated filer,1231,MD,MD,(212) 792-0107,,90 PARK AVENUE. 23RD FLOOR,,NEW YORK,NY,10016,NY,90 PARK AVENUE. 23RD FLOOR,,NEW YORK,NY,10016,NY
0001255474,Whiting Holdings LLC,operating,1311,Crude Petroleum & Natural Gas,,1,1,,,200098515,,,,Large accelerated filer,1231,DE,DE,281-404-9500,,1001 FANNIN STREET,SUITE 1500,HOUSTON,TX,77002,TX,1001 FANNIN STREET,SUITE 1500,HOUSTON,TX,77002,TX
0001255474,Whiting Holdings LLC,operating,1311,Crude Petroleum & Natural Gas,,1,1,,,200098515,,,,Large accelerated filer,1231,DE,DE,281-404-9500,,1001 FANNIN STREET,SUITE 1500,HOUSTON,TX,77002,TX,1001 FANNIN STREET,SUITE 1500,HOUSTON,TX,77002,TX
0001278752,MidCap Financial Investment Corp,operating,,,,1,1,"MFIC,MFICL","Nasdaq,Nasdaq",522439556,,,,Large accelerated filer,1231,MD,MD,(212) 822-0509,,9 W. 57TH STREET,,NEW YORK,NY,10019,NY,9 W. 57TH STREET,,NEW YORK,NY,10019,NY
0001232384,TC ENERGY CORP,other,4922,Natural Gas Transmission,01 Energy & Transportation,1,0,"TRP,TNCAF,TCANF,TCENF,TCEYF,TCNCF,TRPEF,TRPPF,TRPRF","NYSE,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC",000000000,,,,,1231,A0,"Alberta, Canada",4039202000,,450 - 1ST STREET S.W.,,CALGARY ALBERTA,A0,T2P 5H1,"Alberta, Canada",450 - 1ST STREET S.W.,,CALGARY ALBERTA,A0,T2P 5H1,"Alberta, Canada"
0001232384,TC ENERGY CORP,other,4922,Natural Gas Transmission,01 Energy & Transportation,1,0,"TRP,TNCAF,TCANF,TCENF,TCEYF,TCNCF,TRPEF,TRPPF,TRPRF","NYSE,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC",000000000,,,,,1231,A0,"Alberta, Canada",4039202000,,450 - 1ST STREET S.W.,,CALGARY ALBERTA,A0,T2P 5H1,"Alberta, Canada",450 - 1ST STREET S.W.,,CALGARY ALBERTA,A0,T2P 5H1,"Alberta, Canada"
0001232384,TC ENERGY CORP,other,4922,Natural Gas Transmission,01 Energy & Transportation,1,0,"TRP,TNCAF,TCANF,TCENF,TCEYF,TCNCF,TRPEF,TRPPF,TRPRF","NYSE,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC",000000000,,,,,1231,A0,"Alberta, Canada",4039202000,,450 - 1ST STREET S.W.,,CALGARY ALBERTA,A0,T2P 5H1,"Alberta, Canada",450 - 1ST STREET S.W.,,CALGARY ALBERTA,A0,T2P 5H1,"Alberta, Canada"
0001232384,TC ENERGY CORP,other,4922,Natural Gas Transmission,01 Energy & Transportation,1,0,"TRP,TNCAF,TCANF,TCENF,TCEYF,TCNCF,TRPEF,TRPPF,TRPRF","NYSE,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC",000000000,,,,,1231,A0,"Alberta, Canada",4039202000,,450 - 1ST STREET S.W.,,CALGARY ALBERTA,A0,T2P 5H1,"Alberta, Canada",450 - 1ST STREET S.W.,,CALGARY ALBERTA,A0,T2P 5H1,"Alberta, Canada"
0001232384,TC ENERGY CORP,other,4922,Natural Gas Transmission,01 Energy & Transportation,1,0,"TRP,TNCAF,TCANF,TCENF,TCEYF,TCNCF,TRPEF,TRPPF,TRPRF","NYSE,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC",000000000,,,,,1231,A0,"Alberta, Canada",4039202000,,450 - 1ST STREET S.W.,,CALGARY ALBERTA,A0,T2P 5H1,"Alberta, Canada",450 - 1ST STREET S.W.,,CALGARY ALBERTA,A0,T2P 5H1,"Alberta, Canada"
